name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Jaime L. Matta,Researcher,1,Moffitt Cancer Center,1988,http://ppfp.ucop.edu/info/,18.01,-66.61,1,56:02.8,11:51.9,1/1/1967 0:00,-66.61,18.01,"{""type"":""Point"",""coordinates"":[-66.61,18.01]}"
Elizabeth Stordeur Pryor,Assistant Professor,1,Smith College,2008,http://ppfp.ucop.edu/info/,42.32,-72.64,2,56:02.8,11:51.9,1/1/1967 0:00,-72.64,42.32,"{""type"":""Point"",""coordinates"":[-72.64,42.32]}"
David M. Hernandez,Assistant Professor,1,Mount Holyoke College,2005,http://ppfp.ucop.edu/info/,42.31,-72.53,3,56:02.8,11:51.9,1/1/1967 0:00,-72.53,42.31,"{""type"":""Point"",""coordinates"":[-72.53,42.31]}"
Devin George Edward Walker,Postdoctoral Scholar,1,Harvard University,2007,http://ppfp.ucop.edu/info/,42.4,-71.11,4,56:02.8,11:51.9,1/1/1967 0:00,-71.11,42.4,"{""type"":""Point"",""coordinates"":[-71.11,42.4]}"
Katherlyn Ledyard,Labatory Manager,1,Harvard University,1992,http://ppfp.ucop.edu/info/,42.4,-71.11,5,56:02.8,11:51.9,1/1/1967 0:00,-71.11,42.4,"{""type"":""Point"",""coordinates"":[-71.11,42.4]}"
Lisa Randall,Professor,1,Harvard University,1988,http://ppfp.ucop.edu/info/,42.4,-71.11,6,56:02.8,11:51.9,1/1/1967 0:00,-71.11,42.4,"{""type"":""Point"",""coordinates"":[-71.11,42.4]}"
Alyssa A. Goodman,Professor,1,Harvard University,1989,http://ppfp.ucop.edu/info/,42.4,-71.11,7,56:02.8,11:51.9,1/1/1967 0:00,-71.11,42.4,"{""type"":""Point"",""coordinates"":[-71.11,42.4]}"
Corey Harwell,Assistant Professor,1,Harvard University,2010,http://ppfp.ucop.edu/info/,42.4,-71.11,8,56:02.8,11:51.9,1/1/1967 0:00,-71.11,42.4,"{""type"":""Point"",""coordinates"":[-71.11,42.4]}"
Cullen Richard Buie,Assistant Professor,1,MIT,2008,http://ppfp.ucop.edu/info/,42.38,-71.09,9,56:02.8,11:51.9,1/1/1967 0:00,-71.09,42.38,"{""type"":""Point"",""coordinates"":[-71.09,42.38]}"
Wesley Charles Clapp,"Co-founder, Director",1,"NeuroEnhance, Neuroscouting LLC",2007,http://ppfp.ucop.edu/info/,42.4,-71.11,10,56:02.8,11:51.9,1/1/1967 0:00,-71.11,42.4,"{""type"":""Point"",""coordinates"":[-71.11,42.4]}"
Laura de Francesco,Senior Editor,1,Nature Publishing Group,1985,http://ppfp.ucop.edu/info/,42.38,-71.06,11,56:02.8,11:51.9,1/1/1967 0:00,-71.06,42.38,"{""type"":""Point"",""coordinates"":[-71.06,42.38]}"
Christina A. Cuomo,Research Scientist,1,Broad Institute at Harvard University,1999,http://ppfp.ucop.edu/info/,42.37,-71.07,12,56:02.8,11:51.9,1/1/1967 0:00,-71.07,42.37,"{""type"":""Point"",""coordinates"":[-71.07,42.37]}"
Christopher Wetzel,Assistant Professor,1,Stonehill College,2007,http://ppfp.ucop.edu/info/,42.07,-71.07,13,56:02.8,11:51.9,1/1/1967 0:00,-71.07,42.07,"{""type"":""Point"",""coordinates"":[-71.07,42.07]}"
Maria Saldana,Associate Professor,1,Brown,1993,http://ppfp.ucop.edu/info/,41.83,-71.4,14,56:02.8,11:51.9,1/1/1967 0:00,-71.4,41.83,"{""type"":""Point"",""coordinates"":[-71.4,41.83]}"
Marion Orr,Professor,1,Brown University,1992,http://ppfp.ucop.edu/info/,41.83,-71.4,15,56:02.8,11:51.9,1/1/1967 0:00,-71.4,41.83,"{""type"":""Point"",""coordinates"":[-71.4,41.83]}"
Andrew G. Campbell,Associate Professor,1,Brown University,1987,http://ppfp.ucop.edu/info/,41.83,-71.4,16,56:02.8,11:51.9,1/1/1967 0:00,-71.4,41.83,"{""type"":""Point"",""coordinates"":[-71.4,41.83]}"
Rosa C. Orellana,Associate Professor,1,Dartmouth College,1999,http://ppfp.ucop.edu/info/,43.77,-72.09,17,56:02.8,11:51.9,1/1/1967 0:00,-72.09,43.77,"{""type"":""Point"",""coordinates"":[-72.09,43.77]}"
Elizabeth Ann Perez,Assistant Professor,1,Dartmouth College,2010,http://ppfp.ucop.edu/info/,43.77,-72.09,18,56:02.8,11:51.9,1/1/1967 0:00,-72.09,43.77,"{""type"":""Point"",""coordinates"":[-72.09,43.77]}"
Sharon L. Pedersen,Senior Database Analyst and Programmer,1,Bowdoin College,1988,http://ppfp.ucop.edu/info/,43.98,-69.86,19,56:02.8,11:51.9,1/1/1967 0:00,-69.86,43.98,"{""type"":""Point"",""coordinates"":[-69.86,43.98]}"
Manuel Lionel Reyes,Assistant Professor,1,Bowdoin College,2010,http://ppfp.ucop.edu/info/,43.98,-69.86,20,56:02.8,11:51.9,1/1/1967 0:00,-69.86,43.98,"{""type"":""Point"",""coordinates"":[-69.86,43.98]}"
Lily N. A. Owusu-Darkwa,Political Analyst,1,"African Union Commission, Addis Ababa",2002,http://ppfp.ucop.edu/info/,44.72,-72.58,21,56:02.8,11:51.9,1/1/1967 0:00,-72.58,44.72,"{""type"":""Point"",""coordinates"":[-72.58,44.72]}"
Kamari Clarke,Professor,1,Yale University,1997,http://ppfp.ucop.edu/info/,41.31,-72.93,22,56:02.8,11:51.9,1/1/1967 0:00,-72.93,41.31,"{""type"":""Point"",""coordinates"":[-72.93,41.31]}"
Stephen Joseph Pitti,Professor,1,Yale University,1997,http://ppfp.ucop.edu/info/,41.31,-72.93,23,56:02.8,11:51.9,1/1/1967 0:00,-72.93,41.31,"{""type"":""Point"",""coordinates"":[-72.93,41.31]}"
William J. Martin,Executive Director,1,Theravance Inc.,1995,http://ppfp.ucop.edu/info/,40.63,-74.26,24,56:02.8,11:51.9,1/1/1967 0:00,-74.26,40.63,"{""type"":""Point"",""coordinates"":[-74.26,40.63]}"
Daphne Brooks,Professor,1,Princeton University,1997,http://ppfp.ucop.edu/info/,40.35,-74.65,25,56:02.8,11:51.9,1/1/1967 0:00,-74.65,40.35,"{""type"":""Point"",""coordinates"":[-74.65,40.35]}"
Eduardo Cadava,Professor,1,Princeton University,1988,http://ppfp.ucop.edu/info/,40.35,-74.65,26,56:02.8,11:51.9,1/1/1967 0:00,-74.65,40.35,"{""type"":""Point"",""coordinates"":[-74.65,40.35]}"
Jean Baum,Professor,1,Rutgers University,1986,http://ppfp.ucop.edu/info/,40.6,-74.41,27,56:02.8,11:51.9,1/1/1967 0:00,-74.41,40.6,"{""type"":""Point"",""coordinates"":[-74.41,40.6]}"
Carolyn A. Brown,Associate Professor,1,Rutgers University,1989,http://ppfp.ucop.edu/info/,40.6,-74.41,28,56:02.8,11:51.9,1/1/1967 0:00,-74.41,40.6,"{""type"":""Point"",""coordinates"":[-74.41,40.6]}"
Sylvia Chan-Malik,Assistant Professor,1,Rutgers University,2009,http://ppfp.ucop.edu/info/,40.6,-74.41,29,56:02.8,11:51.9,1/1/1967 0:00,-74.41,40.6,"{""type"":""Point"",""coordinates"":[-74.41,40.6]}"
Thomas Desch-Obi,Associate Professor,1,City University of New York,1999,http://ppfp.ucop.edu/info/,40.75,-73.97,30,56:02.8,11:51.9,1/1/1967 0:00,-73.97,40.75,"{""type"":""Point"",""coordinates"":[-73.97,40.75]}"
Carlos Forment,Associate Professor,1,The New School for Social Research,1990,http://ppfp.ucop.edu/info/,40.76,-73.99,31,56:02.8,11:51.9,1/1/1967 0:00,-73.99,40.76,"{""type"":""Point"",""coordinates"":[-73.99,40.76]}"
Cyrus Patell,Associate Professor,1,New York University,1991,http://ppfp.ucop.edu/info/,40.73,-73.99,32,56:02.8,11:51.9,1/1/1967 0:00,-73.99,40.73,"{""type"":""Point"",""coordinates"":[-73.99,40.73]}"
Myisha Tandika Priest,Assistant Professor,1,New York University,2003,http://ppfp.ucop.edu/info/,40.73,-73.99,33,56:02.8,11:51.9,1/1/1967 0:00,-73.99,40.73,"{""type"":""Point"",""coordinates"":[-73.99,40.73]}"
Jacqueline Cruz,Faculty/Collaborator,1,New York University,1993,http://ppfp.ucop.edu/info/,40.73,-73.99,34,56:02.8,11:51.9,1/1/1967 0:00,-73.99,40.73,"{""type"":""Point"",""coordinates"":[-73.99,40.73]}"
Julianne Theresa Dunphy,"VP, Science Director",1,Medical Director at Biolumina,1999,http://ppfp.ucop.edu/info/,40.73,-73.99,35,56:02.8,11:51.9,1/1/1967 0:00,-73.99,40.73,"{""type"":""Point"",""coordinates"":[-73.99,40.73]}"
Clea Fernandez,Educational Consultant,1,Freelance,1993,http://ppfp.ucop.edu/info/,40.82,-73.94,36,56:02.8,11:51.9,1/1/1967 0:00,-73.94,40.82,"{""type"":""Point"",""coordinates"":[-73.94,40.82]}"
Anhthu Hoang,Director of Environmental Health/General Counsel,1,WE ACT for Environmental Justice,2001,http://ppfp.ucop.edu/info/,40.82,-73.94,37,56:02.8,11:51.9,1/1/1967 0:00,-73.94,40.82,"{""type"":""Point"",""coordinates"":[-73.94,40.82]}"
Dana Velasco Murillo,Assistant Professor,1,Adelphi University,2009,http://ppfp.ucop.edu/info/,40.75,-73.58,38,56:02.8,11:51.9,1/1/1967 0:00,-73.58,40.75,"{""type"":""Point"",""coordinates"":[-73.58,40.75]}"
Peter W. Stephens,Member,1,"Commission on Power Diffration, International Unio",1993,http://ppfp.ucop.edu/info/,40.92,-73.12,39,56:02.8,11:51.9,1/1/1967 0:00,-73.12,40.92,"{""type"":""Point"",""coordinates"":[-73.12,40.92]}"
Lisa Miller,Associate Division Director,1,Photon Sciences Directorate,1995,http://ppfp.ucop.edu/info/,40.87,-72.88,40,56:02.8,11:51.9,1/1/1967 0:00,-72.88,40.87,"{""type"":""Point"",""coordinates"":[-72.88,40.87]}"
Ming M. Chiu,Professor,1,SUNY at Buffalo,1996,http://ppfp.ucop.edu/info/,42.87,-78.86,41,56:02.8,11:51.9,1/1/1967 0:00,-78.86,42.87,"{""type"":""Point"",""coordinates"":[-78.86,42.87]}"
Luis Velarde,Assistant Professor,1,SUNY Buffalo,2008,http://ppfp.ucop.edu/info/,42.87,-78.86,42,56:02.8,11:51.9,1/1/1967 0:00,-78.86,42.87,"{""type"":""Point"",""coordinates"":[-78.86,42.87]}"
David A. Castillo,Associate Professor,1,University at Buffalo,1994,http://ppfp.ucop.edu/info/,42.87,-78.86,43,56:02.8,11:51.9,1/1/1967 0:00,-78.86,42.87,"{""type"":""Point"",""coordinates"":[-78.86,42.87]}"
Lynne Orr,Associate Professor,1,University of Rochester,1992,http://ppfp.ucop.edu/info/,43.13,-77.62,44,56:02.8,11:51.9,1/1/1967 0:00,-77.62,43.13,"{""type"":""Point"",""coordinates"":[-77.62,43.13]}"
Mary Pat Brady,Associate Professor,1,Cornell University,1996,http://ppfp.ucop.edu/info/,42.45,-76.47,45,56:02.8,11:51.9,1/1/1967 0:00,-76.47,42.45,"{""type"":""Point"",""coordinates"":[-76.47,42.45]}"
Myra Shulman,Sr. Research Associate,1,Cornell University,1985,http://ppfp.ucop.edu/info/,42.45,-76.47,46,56:02.8,11:51.9,1/1/1967 0:00,-76.47,42.45,"{""type"":""Point"",""coordinates"":[-76.47,42.45]}"
Marie Lorena Cook,Associate Professor,1,Cornell University,1989,http://ppfp.ucop.edu/info/,42.45,-76.47,47,56:02.8,11:51.9,1/1/1967 0:00,-76.47,42.45,"{""type"":""Point"",""coordinates"":[-76.47,42.45]}"
Guoqiang Bi,Professor,1,University of Pittsburgh,1996,http://ppfp.ucop.edu/info/,40.44,-79.96,48,56:02.8,11:51.9,1/1/1967 0:00,-79.96,40.44,"{""type"":""Point"",""coordinates"":[-79.96,40.44]}"
Anne Robertson,Professor,1,University of Pittsburgh,1992,http://ppfp.ucop.edu/info/,40.44,-79.96,49,56:02.8,11:51.9,1/1/1967 0:00,-79.96,40.44,"{""type"":""Point"",""coordinates"":[-79.96,40.44]}"
Valentine James,Dean and Professor,1,Clarion University of Pennsylvania,1986,http://ppfp.ucop.edu/info/,41.31,-79.28,50,56:02.8,11:51.9,1/1/1967 0:00,-79.28,41.31,"{""type"":""Point"",""coordinates"":[-79.28,41.31]}"
Kelli Hoover,Professor,1,Pennsylvania State University,1997,http://ppfp.ucop.edu/info/,40.81,-77.85,51,56:02.8,11:51.9,1/1/1967 0:00,-77.85,40.81,"{""type"":""Point"",""coordinates"":[-77.85,40.81]}"
Richard Baker,Professor,1,Bloomsburg University,1987,http://ppfp.ucop.edu/info/,41.16,-76.18,52,56:02.8,11:51.9,1/1/1967 0:00,-76.18,41.16,"{""type"":""Point"",""coordinates"":[-76.18,41.16]}"
Jerry Miller,Associate Professor,1,Haverford College,2001,http://ppfp.ucop.edu/info/,40.03,-75.28,53,56:02.8,11:51.9,1/1/1967 0:00,-75.28,40.03,"{""type"":""Point"",""coordinates"":[-75.28,40.03]}"
David Eng,Professor,1,Univeristy of Pennsylvia,1995,http://ppfp.ucop.edu/info/,40.04,-75.18,54,56:02.8,11:51.9,1/1/1967 0:00,-75.18,40.04,"{""type"":""Point"",""coordinates"":[-75.18,40.04]}"
Rand Quinn,Assistant Professor,1,University of Pennsylvania,2010,http://ppfp.ucop.edu/info/,40.04,-75.18,55,56:02.8,11:51.9,1/1/1967 0:00,-75.18,40.04,"{""type"":""Point"",""coordinates"":[-75.18,40.04]}"
Alvina Quintana,Associate Professor,1,University of Delaware,1990,http://ppfp.ucop.edu/info/,39.69,-75.73,56,56:02.8,11:51.9,1/1/1967 0:00,-75.73,39.69,"{""type"":""Point"",""coordinates"":[-75.73,39.69]}"
Jorge Santiago-Blay,Resident Research Associate,1,Smithsonian Institution,1990,http://ppfp.ucop.edu/info/,38.9,-77.01,57,56:02.8,11:51.9,1/1/1967 0:00,-77.01,38.9,"{""type"":""Point"",""coordinates"":[-77.01,38.9]}"
Sacha Nichole Vignieri,Associate Editor,1,AAAS Science Magazine,2007,http://ppfp.ucop.edu/info/,38.91,-77.03,58,56:02.8,11:51.9,1/1/1967 0:00,-77.03,38.91,"{""type"":""Point"",""coordinates"":[-77.03,38.91]}"
Cynthia McIntyre,Senior Vice President,1,Council of Competiveness,1990,http://ppfp.ucop.edu/info/,38.91,-77.03,59,56:02.8,11:51.9,1/1/1967 0:00,-77.03,38.91,"{""type"":""Point"",""coordinates"":[-77.03,38.91]}"
Antonia Herzog,Staff Scientist,1,Natural Resources Defense Council (NRDC),2000,http://ppfp.ucop.edu/info/,38.91,-77.03,60,56:02.8,11:51.9,1/1/1967 0:00,-77.03,38.91,"{""type"":""Point"",""coordinates"":[-77.03,38.91]}"
Karen Joyce Osborn,Research Zoologist,1,National Museum of Natural History,2008,http://ppfp.ucop.edu/info/,38.9,-77.04,61,56:02.8,11:51.9,1/1/1967 0:00,-77.04,38.9,"{""type"":""Point"",""coordinates"":[-77.04,38.9]}"
Vernon Morris,Professor,1,Howard University,1992,http://ppfp.ucop.edu/info/,38.92,-77.02,62,56:02.8,11:51.9,1/1/1967 0:00,-77.02,38.92,"{""type"":""Point"",""coordinates"":[-77.02,38.92]}"
Luz Martinez-Miranda,Associate Professor,1,University of Maryland,1985,http://ppfp.ucop.edu/info/,38.98,-76.94,63,56:02.8,11:51.9,1/1/1967 0:00,-76.94,38.98,"{""type"":""Point"",""coordinates"":[-76.94,38.98]}"
Marcos Cheney,Associate Professor,1,"University of Maryland, Eastern Shore",1993,http://ppfp.ucop.edu/info/,38.98,-76.94,64,56:02.8,11:51.9,1/1/1967 0:00,-76.94,38.98,"{""type"":""Point"",""coordinates"":[-76.94,38.98]}"
Antonia Bluher,Cryptologic Mathematician,1,National Security Agency,1988,http://ppfp.ucop.edu/info/,39.13,-76.71,65,56:02.8,11:51.9,1/1/1967 0:00,-76.71,39.13,"{""type"":""Point"",""coordinates"":[-76.71,39.13]}"
Patricia McGuiggan,Associate Research Professor,1,John Hopkins Whiting School of Engineering,1989,http://ppfp.ucop.edu/info/,39.35,-76.57,66,56:02.8,11:51.9,1/1/1967 0:00,-76.57,39.35,"{""type"":""Point"",""coordinates"":[-76.57,39.35]}"
Rosemary Wyse,Professor,1,The Johns Hopkins University,1985,http://ppfp.ucop.edu/info/,39.35,-76.57,67,56:02.8,11:51.9,1/1/1967 0:00,-76.57,39.35,"{""type"":""Point"",""coordinates"":[-76.57,39.35]}"
Tosha Comendant,Senior Conservation Scientist,1,Conservation Biology Institute,2002,http://ppfp.ucop.edu/info/,38.88,-77.1,68,56:02.8,11:51.9,1/1/1967 0:00,-77.1,38.88,"{""type"":""Point"",""coordinates"":[-77.1,38.88]}"
Cedric Williams,Associate Professor,1,University of Virginia,1991,http://ppfp.ucop.edu/info/,38.03,-78.51,69,56:02.8,11:51.9,1/1/1967 0:00,-78.51,38.03,"{""type"":""Point"",""coordinates"":[-78.51,38.03]}"
Suzanne E. Barbour,Associate Professor,1,Virginia Commonwealth University,1989,http://ppfp.ucop.edu/info/,37.55,-77.43,70,56:02.8,11:51.9,1/1/1967 0:00,-77.43,37.55,"{""type"":""Point"",""coordinates"":[-77.43,37.55]}"
Barbara Hargrave,Associate Professor,1,Old Dominion University,1987,http://ppfp.ucop.edu/info/,36.89,-76.31,71,56:02.8,11:51.9,1/1/1967 0:00,-76.31,36.89,"{""type"":""Point"",""coordinates"":[-76.31,36.89]}"
Laura J. Hainsworth,Assistant Professor,1,Emory and Henry College,1994,http://ppfp.ucop.edu/info/,36.77,-81.83,72,56:02.8,11:51.9,1/1/1967 0:00,-81.83,36.77,"{""type"":""Point"",""coordinates"":[-81.83,36.77]}"
Elise Burmeister-Getz,Director of Clinical Pharmacology,1,"Oriel Therapeutics, Inc.",1998,http://ppfp.ucop.edu/info/,35.93,-78.77,73,56:02.8,11:51.9,1/1/1967 0:00,-78.77,35.93,"{""type"":""Point"",""coordinates"":[-78.77,35.93]}"
Todd Ramon Ochoa,Assistant Professor,1,"University of North Carolina, Chapel Hill",2005,http://ppfp.ucop.edu/info/,35.94,-79.05,74,56:02.8,11:51.9,1/1/1967 0:00,-79.05,35.94,"{""type"":""Point"",""coordinates"":[-79.05,35.94]}"
Joann Trejo,Professor,1,"University of North Carolina, Chapel Hill",1993,http://ppfp.ucop.edu/info/,35.94,-79.05,75,56:02.8,11:51.9,1/1/1967 0:00,-79.05,35.94,"{""type"":""Point"",""coordinates"":[-79.05,35.94]}"
Marc Buchanan,Scientist,1,North Carolina Department of Agriculture,1988,http://ppfp.ucop.edu/info/,35.79,-78.62,76,56:02.8,11:51.9,1/1/1967 0:00,-78.62,35.79,"{""type"":""Point"",""coordinates"":[-78.62,35.79]}"
Robert Cheng Boung Liu,Principal Investigator,1,Emory University,1999,http://ppfp.ucop.edu/info/,33.81,-84.32,77,56:02.8,11:51.9,1/1/1967 0:00,-84.32,33.81,"{""type"":""Point"",""coordinates"":[-84.32,33.81]}"
Cecilia Barnbaum,Professor,1,Valdosta State University,1991,http://ppfp.ucop.edu/info/,30.85,-83.28,78,56:02.8,11:51.9,1/1/1967 0:00,-83.28,30.85,"{""type"":""Point"",""coordinates"":[-83.28,30.85]}"
Nora Christine Underwood,Associate Professor,1,Florida State University,2001,http://ppfp.ucop.edu/info/,30.44,-84.29,79,56:02.8,11:51.9,1/1/1967 0:00,-84.29,30.44,"{""type"":""Point"",""coordinates"":[-84.29,30.44]}"
Colette St. Mary,Associate Professor,1,University of Florida,1993,http://ppfp.ucop.edu/info/,29.61,-82.37,80,56:02.8,11:51.9,1/1/1967 0:00,-82.37,29.61,"{""type"":""Point"",""coordinates"":[-82.37,29.61]}"
Jennifer Andrew,Assistant Professor,1,University of Florida,2009,http://ppfp.ucop.edu/info/,29.61,-82.37,81,56:02.8,11:51.9,1/1/1967 0:00,-82.37,29.61,"{""type"":""Point"",""coordinates"":[-82.37,29.61]}"
Corey Toler-Franklin,Assistant Professor,1,University of Florida,2012,http://ppfp.ucop.edu/info/,29.61,-82.37,82,56:02.8,11:51.9,1/1/1967 0:00,-82.37,29.61,"{""type"":""Point"",""coordinates"":[-82.37,29.61]}"
Sukanya Chakrabarti,Assistant Professor,1,Florida Atlantic University,2008,http://ppfp.ucop.edu/info/,26.4,-80.06,83,56:02.8,11:51.9,1/1/1967 0:00,-80.06,26.4,"{""type"":""Point"",""coordinates"":[-80.06,26.4]}"
Cynthia Jackson,Professor,1,Tuskegee University,1990,http://ppfp.ucop.edu/info/,32.44,-85.7,84,56:02.8,11:51.9,1/1/1967 0:00,-85.7,32.44,"{""type"":""Point"",""coordinates"":[-85.7,32.44]}"
Timothy Turner,Professor,1,Tuskegee University,1991,http://ppfp.ucop.edu/info/,32.44,-85.7,85,56:02.8,11:51.9,1/1/1967 0:00,-85.7,32.44,"{""type"":""Point"",""coordinates"":[-85.7,32.44]}"
Lynn Ann Sacco,Assistant Professor,1,University of Tennessee,2001,http://ppfp.ucop.edu/info/,35.96,-83.92,86,56:02.8,11:51.9,1/1/1967 0:00,-83.92,35.96,"{""type"":""Point"",""coordinates"":[-83.92,35.96]}"
Teri Lynn Robinson,Adjunct Professor,1,Hinds Community College,2007,http://ppfp.ucop.edu/info/,32.49,-90.12,87,56:02.8,11:51.9,1/1/1967 0:00,-90.12,32.49,"{""type"":""Point"",""coordinates"":[-90.12,32.49]}"
Glake Alton Hill,Associate Professor,1,Jackson State University,2003,http://ppfp.ucop.edu/info/,32.3,-90.21,88,56:02.8,11:51.9,1/1/1967 0:00,-90.21,32.3,"{""type"":""Point"",""coordinates"":[-90.21,32.3]}"
Kelli Carmean,Professor,1,Eastern Kentucky University,1991,http://ppfp.ucop.edu/info/,37.92,-84.09,89,56:02.8,11:51.9,1/1/1967 0:00,-84.09,37.92,"{""type"":""Point"",""coordinates"":[-84.09,37.92]}"
Joseph McGillis,Associate Professor,1,University of Kentucky,1986,http://ppfp.ucop.edu/info/,38.02,-84.5,90,56:02.8,11:51.9,1/1/1967 0:00,-84.5,38.02,"{""type"":""Point"",""coordinates"":[-84.5,38.02]}"
Robin L.B. Selinger,Professor,1,Kent State University,1990,http://ppfp.ucop.edu/info/,41.21,-81.26,91,56:02.8,11:51.9,1/1/1967 0:00,-81.26,41.21,"{""type"":""Point"",""coordinates"":[-81.26,41.21]}"
Elisabeth Bacus,Independent Researcher,1,"University of Ohio, Akron",1995,http://ppfp.ucop.edu/info/,41.08,-81.51,92,56:02.8,11:51.9,1/1/1967 0:00,-81.51,41.08,"{""type"":""Point"",""coordinates"":[-81.51,41.08]}"
Brent C. Blair,Associate Professor,1,Xavier University (Ohio),2003,http://ppfp.ucop.edu/info/,39.15,-84.45,93,56:02.8,11:51.9,1/1/1967 0:00,-84.45,39.15,"{""type"":""Point"",""coordinates"":[-84.45,39.15]}"
Katrina Barron,Associate Professor,1,University of Notre Dame,1997,http://ppfp.ucop.edu/info/,41.72,-86.23,94,56:02.8,11:51.9,1/1/1967 0:00,-86.23,41.72,"{""type"":""Point"",""coordinates"":[-86.23,41.72]}"
Hyo Sang Lee,Associate Professor,1,Indiana University,1992,http://ppfp.ucop.edu/info/,39.18,-86.51,95,56:02.8,11:51.9,1/1/1967 0:00,-86.51,39.18,"{""type"":""Point"",""coordinates"":[-86.51,39.18]}"
Kylie A. Peppler,Assistant Professor,1,Indiana University,2007,http://ppfp.ucop.edu/info/,39.18,-86.51,96,56:02.8,11:51.9,1/1/1967 0:00,-86.51,39.18,"{""type"":""Point"",""coordinates"":[-86.51,39.18]}"
Caroline Jarrold,Professor,1,"University of Indiana, Bloomington",1995,http://ppfp.ucop.edu/info/,39.18,-86.51,97,56:02.8,11:51.9,1/1/1967 0:00,-86.51,39.18,"{""type"":""Point"",""coordinates"":[-86.51,39.18]}"
Lee Anne Martinez,Associate Professor,1,University of Michigan,1987,http://ppfp.ucop.edu/info/,42.31,-83.66,98,56:02.8,11:51.9,1/1/1967 0:00,-83.66,42.31,"{""type"":""Point"",""coordinates"":[-83.66,42.31]}"
Sandra Gunning,Professor,1,University of Michigan,1992,http://ppfp.ucop.edu/info/,42.31,-83.66,99,56:02.8,11:51.9,1/1/1967 0:00,-83.66,42.31,"{""type"":""Point"",""coordinates"":[-83.66,42.31]}"
Caroline Wang,Professor,1,University of Michigan,1993,http://ppfp.ucop.edu/info/,42.31,-83.66,100,56:02.8,11:51.9,1/1/1967 0:00,-83.66,42.31,"{""type"":""Point"",""coordinates"":[-83.66,42.31]}"
Katherine Freese,Professor,1,University of Michigan,1987,http://ppfp.ucop.edu/info/,42.31,-83.66,101,56:02.8,11:51.9,1/1/1967 0:00,-83.66,42.31,"{""type"":""Point"",""coordinates"":[-83.66,42.31]}"
Bart M. Bartlett,Assistant Professor,1,University of Michigan,2005,http://ppfp.ucop.edu/info/,42.31,-83.66,102,56:02.8,11:51.9,1/1/1967 0:00,-83.66,42.31,"{""type"":""Point"",""coordinates"":[-83.66,42.31]}"
Lisa Ze,Assistant Professor,1,Wayne State University,2005,http://ppfp.ucop.edu/info/,42.4,-83.05,103,56:02.8,11:51.9,1/1/1967 0:00,-83.05,42.4,"{""type"":""Point"",""coordinates"":[-83.05,42.4]}"
Carolyn Malmstrom,Assistant Professor,1,Michigan State University,1997,http://ppfp.ucop.edu/info/,42.73,-84.46,104,56:02.8,11:51.9,1/1/1967 0:00,-84.46,42.73,"{""type"":""Point"",""coordinates"":[-84.46,42.73]}"
Catherine Bristow,Associate  Professor (Retired),1,Michigan State University,1985,http://ppfp.ucop.edu/info/,42.73,-84.46,105,56:02.8,11:51.9,1/1/1967 0:00,-84.46,42.73,"{""type"":""Point"",""coordinates"":[-84.46,42.73]}"
Deborah J. Johnson,Professor,1,Michigan State University,1988,http://ppfp.ucop.edu/info/,42.73,-84.46,106,56:02.8,11:51.9,1/1/1967 0:00,-84.46,42.73,"{""type"":""Point"",""coordinates"":[-84.46,42.73]}"
Elbert Pinget Almazan,Assistant Professor,1,Central Michigan University,2006,http://ppfp.ucop.edu/info/,43.59,-84.78,107,56:02.8,11:51.9,1/1/1967 0:00,-84.78,43.59,"{""type"":""Point"",""coordinates"":[-84.78,43.59]}"
Linda Chamberlain,Technical Analyst,1,Butzel Long,1985,http://ppfp.ucop.edu/info/,42.82,-85.92,108,56:02.8,11:51.9,1/1/1967 0:00,-85.92,42.82,"{""type"":""Point"",""coordinates"":[-85.92,42.82]}"
Jeanne Marie Serb,Associate Professor,1,Iowa State University,2003,http://ppfp.ucop.edu/info/,42.04,-93.59,109,56:02.8,11:51.9,1/1/1967 0:00,-93.59,42.04,"{""type"":""Point"",""coordinates"":[-93.59,42.04]}"
George Percy Barganier,Assistant Professor,1,"University of Wisconsin, Milwaukee",2011,http://ppfp.ucop.edu/info/,43.03,-87.92,110,56:02.8,11:51.9,1/1/1967 0:00,-87.92,43.03,"{""type"":""Point"",""coordinates"":[-87.92,43.03]}"
Carol Hirschmugl,Professor,1,University of Wisconsin-Milwaukee,1996,http://ppfp.ucop.edu/info/,43.03,-87.92,111,56:02.8,11:51.9,1/1/1967 0:00,-87.92,43.03,"{""type"":""Point"",""coordinates"":[-87.92,43.03]}"
Camille Guerin-Gonzalez,Professor,1,University of Wisconsin,1985,http://ppfp.ucop.edu/info/,43.14,-89.37,112,56:02.8,11:51.9,1/1/1967 0:00,-89.37,43.14,"{""type"":""Point"",""coordinates"":[-89.37,43.14]}"
Elaine Alarid,Professor,1,"University of Wisconsin, Madison",1992,http://ppfp.ucop.edu/info/,43.14,-89.37,113,56:02.8,11:51.9,1/1/1967 0:00,-89.37,43.14,"{""type"":""Point"",""coordinates"":[-89.37,43.14]}"
Margaret McFall-Ngai,Professor,1,University of Wisconsin-Madison,1986,http://ppfp.ucop.edu/info/,43.14,-89.37,114,56:02.8,11:51.9,1/1/1967 0:00,-89.37,43.14,"{""type"":""Point"",""coordinates"":[-89.37,43.14]}"
